alarm_id,timestamp,source_system,host,service,severity,alarm_type,message,veri_merkezi,kabin,ortam
ALM-10630,2026-07-18T01:12:10,OBM,ao-037-cache,cache-cluster,3,http_5xx,HTTP 5xx hata orani yuzde 47 seviyesine cikti,dc1,rack-B,prod
ALM-10760,2026-07-18T01:12:29,AppDynamics,ao-026-payment,payment-service,2,ntp_drift,Saat sapmasi 519 ms,dc2,rack-C,prod
ALM-10680,2026-07-18T01:13:21,OBM,ao-013-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 29 seviyesine cikti,dc1,rack-B,prod
ALM-10708,2026-07-18T01:13:45,Prometheus,ao-007-web,web-bff,2,latency_high,"Yanit suresi p99 esigi asti, 219 ms",dc1,rack-B,prod
ALM-10679,2026-07-18T01:14:35,OBM,ao-006-mobile,mobile-bff,3,gc_pressure,GC duraklama suresi 3008 ms,dc2,rack-A,prod
ALM-10553,2026-07-18T01:15:05,Prometheus,ao-014-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc2,rack-C,prod
ALM-10635,2026-07-18T01:15:08,OBM,ao-038-cache,cache-cluster,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (232 ms),dc2,rack-C,prod
ALM-10552,2026-07-18T01:15:11,Zabbix,ao-013-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc1,rack-B,prod
ALM-10655,2026-07-18T01:15:20,Zabbix,ao-010-auth,auth-service,4,gc_pressure,GC duraklama suresi 3103 ms,dc2,rack-B,prod
ALM-10551,2026-07-18T01:15:22,Zabbix,ao-012-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc2,rack-A,prod
ALM-10705,2026-07-18T01:15:23,SyslogNG,ao-007-web,web-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (124 ms),dc1,rack-B,prod
ALM-10743,2026-07-18T01:15:23,SyslogNG,ao-004-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 515 ms",dc2,rack-B,prod
ALM-10595,2026-07-18T01:15:32,Zabbix,ao-014-session,session-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (142 ms),dc2,rack-C,prod
ALM-10706,2026-07-18T01:15:43,OBM,ao-011-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (139 ms),dc1,rack-C,prod
ALM-10772,2026-07-18T01:15:58,Zabbix,ao-054-payment,payment-provider-gw,1,network_flap,Arayuz eth0 link durumu 39 kez degisti,dc2,rack-A,prod
ALM-10682,2026-07-18T01:16:03,Prometheus,ao-006-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 451 ms",dc2,rack-A,prod
ALM-10735,2026-07-18T01:16:28,SyslogNG,ao-038-cache,cache-cluster,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (140 ms),dc2,rack-C,prod
ALM-10627,2026-07-18T01:17:15,AppDynamics,ao-013-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 55 seviyesine cikti,dc1,rack-B,prod
ALM-10759,2026-07-18T01:17:18,Zabbix,ao-044-load,load-balancer,1,backup_warn,Yedekleme 36 dakika gecikmeli,dc2,rack-C,prod
ALM-10720,2026-07-18T01:17:20,Prometheus,ao-004-mobile,mobile-bff,4,gc_pressure,GC duraklama suresi 2734 ms,dc2,rack-B,prod
ALM-10717,2026-07-18T01:17:23,OBM,ao-011-auth,auth-service,3,latency_high,"Yanit suresi p99 esigi asti, 426 ms",dc1,rack-C,prod
ALM-10617,2026-07-18T01:17:37,Zabbix,ao-037-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 90,dc1,rack-B,prod
ALM-10660,2026-07-18T01:17:44,OBM,ao-014-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 56 seviyesine cikti,dc2,rack-C,prod
ALM-10644,2026-07-18T01:18:21,Prometheus,ao-037-cache,cache-cluster,3,gc_pressure,GC duraklama suresi 2146 ms,dc1,rack-B,prod
ALM-10657,2026-07-18T01:18:27,OBM,ao-012-session,session-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (163 ms),dc2,rack-A,prod
ALM-10714,2026-07-18T01:18:36,Zabbix,ao-037-cache,cache-cluster,3,http_5xx,HTTP 5xx hata orani yuzde 57 seviyesine cikti,dc1,rack-B,prod
ALM-10650,2026-07-18T01:19:26,OBM,ao-038-cache,cache-cluster,2,latency_high,"Yanit suresi p99 esigi asti, 718 ms",dc2,rack-C,prod
ALM-10621,2026-07-18T01:19:55,SyslogNG,ao-005-mobile,mobile-bff,4,gc_pressure,GC duraklama suresi 2779 ms,dc1,rack-C,prod
ALM-10658,2026-07-18T01:20:17,OBM,ao-038-cache,cache-cluster,3,gc_pressure,GC duraklama suresi 1572 ms,dc2,rack-C,prod
ALM-10662,2026-07-18T01:20:21,AppDynamics,ao-038-cache,cache-cluster,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (184 ms),dc2,rack-C,prod
ALM-10612,2026-07-18T01:21:00,SyslogNG,ao-009-auth,auth-service,4,http_5xx,HTTP 5xx hata orani yuzde 35 seviyesine cikti,dc1,rack-A,prod
ALM-10607,2026-07-18T01:21:32,Zabbix,ao-009-auth,auth-service,3,thread_pool,Thread pool doluluk yuzde 96,dc1,rack-A,prod
ALM-10683,2026-07-18T01:21:40,SyslogNG,ao-037-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 98,dc1,rack-B,prod
ALM-10774,2026-07-18T01:21:42,SyslogNG,ao-003-api,api-gateway,2,ntp_drift,Saat sapmasi 790 ms,dc1,rack-A,prod
ALM-10555,2026-07-18T01:22:07,Prometheus,ao-013-session,session-service,2,mem_high,Bellek kullanimi yuzde 77,dc1,rack-B,prod
ALM-10654,2026-07-18T01:22:07,Prometheus,ao-007-web,web-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (183 ms),dc1,rack-B,prod
ALM-10554,2026-07-18T01:22:07,Prometheus,ao-012-session,session-service,2,mem_high,Bellek kullanimi yuzde 77,dc2,rack-A,prod
ALM-10556,2026-07-18T01:22:09,SyslogNG,ao-014-session,session-service,2,mem_high,Bellek kullanimi yuzde 77,dc2,rack-C,prod
ALM-10640,2026-07-18T01:22:16,AppDynamics,ao-038-cache,cache-cluster,2,latency_high,"Yanit suresi p99 esigi asti, 371 ms",dc2,rack-C,prod
ALM-10653,2026-07-18T01:22:45,SyslogNG,ao-005-mobile,mobile-bff,4,thread_pool,Thread pool doluluk yuzde 85,dc1,rack-C,prod
ALM-10719,2026-07-18T01:23:24,Prometheus,ao-011-auth,auth-service,2,latency_high,"Yanit suresi p99 esigi asti, 297 ms",dc1,rack-C,prod
ALM-10747,2026-07-18T01:23:42,AppDynamics,ao-028-order,order-service,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 89 dolu",dc2,rack-B,prod
ALM-10664,2026-07-18T01:23:47,Prometheus,ao-010-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (209 ms),dc2,rack-B,prod
ALM-10733,2026-07-18T01:24:49,Prometheus,ao-010-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (122 ms),dc2,rack-B,prod
ALM-10659,2026-07-18T01:25:31,Zabbix,ao-007-web,web-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (133 ms),dc1,rack-B,prod
ALM-10637,2026-07-18T01:25:41,SyslogNG,ao-004-mobile,mobile-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (194 ms),dc2,rack-B,prod
ALM-10771,2026-07-18T01:25:59,OBM,ao-035-billing,billing-db,1,cert_expiry,Sertifika 18 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-10703,2026-07-18T01:26:01,AppDynamics,ao-005-mobile,mobile-bff,3,thread_pool,Thread pool doluluk yuzde 89,dc1,rack-C,prod
ALM-10693,2026-07-18T01:26:18,OBM,ao-004-mobile,mobile-bff,3,thread_pool,Thread pool doluluk yuzde 88,dc2,rack-B,prod
ALM-10752,2026-07-18T01:26:23,Zabbix,ao-029-catalog,catalog-service,2,network_flap,Arayuz eth0 link durumu 61 kez degisti,dc1,rack-C,prod
ALM-10597,2026-07-18T01:26:34,OBM,ao-005-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 121 ms",dc1,rack-C,prod
ALM-10632,2026-07-18T01:27:19,Prometheus,ao-004-mobile,mobile-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (207 ms),dc2,rack-B,prod
ALM-10715,2026-07-18T01:27:31,AppDynamics,ao-010-auth,auth-service,3,gc_pressure,GC duraklama suresi 3415 ms,dc2,rack-B,prod
ALM-10600,2026-07-18T01:27:37,OBM,ao-011-auth,auth-service,4,thread_pool,Thread pool doluluk yuzde 85,dc1,rack-C,prod
ALM-10649,2026-07-18T01:27:56,Prometheus,ao-011-auth,auth-service,3,gc_pressure,GC duraklama suresi 2113 ms,dc1,rack-C,prod
ALM-10596,2026-07-18T01:27:59,OBM,ao-037-cache,cache-cluster,3,latency_high,"Yanit suresi p99 esigi asti, 893 ms",dc1,rack-B,prod
ALM-10673,2026-07-18T01:28:55,Prometheus,ao-006-mobile,mobile-bff,4,latency_high,"Yanit suresi p99 esigi asti, 222 ms",dc2,rack-A,prod
ALM-10558,2026-07-18T01:29:24,AppDynamics,ao-013-session,session-service,3,mem_high,Bellek kullanimi yuzde 82,dc1,rack-B,prod
ALM-10557,2026-07-18T01:29:26,SyslogNG,ao-012-session,session-service,3,mem_high,Bellek kullanimi yuzde 82,dc2,rack-A,prod
ALM-10559,2026-07-18T01:29:31,SyslogNG,ao-014-session,session-service,3,mem_high,Bellek kullanimi yuzde 82,dc2,rack-C,prod
ALM-10712,2026-07-18T01:29:58,AppDynamics,ao-011-auth,auth-service,4,gc_pressure,GC duraklama suresi 1182 ms,dc1,rack-C,prod
ALM-10633,2026-07-18T01:30:31,SyslogNG,ao-037-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 89,dc1,rack-B,prod
ALM-10626,2026-07-18T01:30:34,Zabbix,ao-038-cache,cache-cluster,3,gc_pressure,GC duraklama suresi 2758 ms,dc2,rack-C,prod
ALM-10727,2026-07-18T01:30:48,Prometheus,ao-004-mobile,mobile-bff,4,http_5xx,HTTP 5xx hata orani yuzde 26 seviyesine cikti,dc2,rack-B,prod
ALM-10667,2026-07-18T01:31:05,Prometheus,ao-004-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 209 ms",dc2,rack-B,prod
ALM-10698,2026-07-18T01:32:07,Zabbix,ao-005-mobile,mobile-bff,3,gc_pressure,GC duraklama suresi 1136 ms,dc1,rack-C,prod
ALM-10730,2026-07-18T01:33:13,AppDynamics,ao-009-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (177 ms),dc1,rack-A,prod
ALM-10651,2026-07-18T01:33:26,OBM,ao-011-auth,auth-service,4,gc_pressure,GC duraklama suresi 2908 ms,dc1,rack-C,prod
ALM-10690,2026-07-18T01:33:43,SyslogNG,ao-006-mobile,mobile-bff,3,http_5xx,HTTP 5xx hata orani yuzde 53 seviyesine cikti,dc2,rack-A,prod
ALM-10671,2026-07-18T01:33:46,OBM,ao-006-mobile,mobile-bff,3,http_5xx,HTTP 5xx hata orani yuzde 16 seviyesine cikti,dc2,rack-A,prod
ALM-10721,2026-07-18T01:33:49,OBM,ao-006-mobile,mobile-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (166 ms),dc2,rack-A,prod
ALM-10685,2026-07-18T01:34:01,Prometheus,ao-009-auth,auth-service,2,latency_high,"Yanit suresi p99 esigi asti, 429 ms",dc1,rack-A,prod
ALM-10636,2026-07-18T01:34:20,SyslogNG,ao-008-web,web-bff,2,latency_high,"Yanit suresi p99 esigi asti, 438 ms",dc2,rack-C,prod
ALM-10773,2026-07-18T01:34:22,Prometheus,ao-020-billing,billing-service,2,cert_expiry,Sertifika 22 gun icinde suresi dolacak,dc2,rack-C,prod
ALM-10691,2026-07-18T01:34:36,Prometheus,ao-011-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (136 ms),dc1,rack-C,prod
ALM-10699,2026-07-18T01:35:20,AppDynamics,ao-005-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 195 ms",dc1,rack-C,prod
ALM-10670,2026-07-18T01:35:29,AppDynamics,ao-038-cache,cache-cluster,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (224 ms),dc2,rack-C,prod
ALM-10641,2026-07-18T01:35:38,Zabbix,ao-007-web,web-bff,3,http_5xx,HTTP 5xx hata orani yuzde 49 seviyesine cikti,dc1,rack-B,prod
ALM-10741,2026-07-18T01:35:52,Prometheus,ao-013-session,session-service,3,latency_high,"Yanit suresi p99 esigi asti, 684 ms",dc1,rack-B,prod
ALM-10677,2026-07-18T01:36:00,SyslogNG,ao-037-cache,cache-cluster,4,latency_high,"Yanit suresi p99 esigi asti, 837 ms",dc1,rack-B,prod
ALM-10561,2026-07-18T01:36:18,Prometheus,ao-013-session,session-service,3,mem_high,Bellek kullanimi yuzde 87,dc1,rack-B,prod
ALM-10562,2026-07-18T01:36:20,AppDynamics,ao-014-session,session-service,3,mem_high,Bellek kullanimi yuzde 87,dc2,rack-C,prod
ALM-10560,2026-07-18T01:36:35,Prometheus,ao-012-session,session-service,3,mem_high,Bellek kullanimi yuzde 87,dc2,rack-A,prod
ALM-10594,2026-07-18T01:36:36,OBM,ao-005-mobile,mobile-bff,4,http_5xx,HTTP 5xx hata orani yuzde 56 seviyesine cikti,dc1,rack-C,prod
ALM-10631,2026-07-18T01:36:50,Prometheus,ao-004-mobile,mobile-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (220 ms),dc2,rack-B,prod
ALM-10601,2026-07-18T01:37:05,Prometheus,ao-005-mobile,mobile-bff,4,thread_pool,Thread pool doluluk yuzde 89,dc1,rack-C,prod
ALM-10754,2026-07-18T01:37:10,Prometheus,ao-015-subscriber,subscriber-service,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 86 dolu",dc1,rack-A,prod
ALM-10711,2026-07-18T01:37:19,Zabbix,ao-010-auth,auth-service,4,gc_pressure,GC duraklama suresi 1757 ms,dc2,rack-B,prod
ALM-10642,2026-07-18T01:37:41,OBM,ao-038-cache,cache-cluster,4,http_5xx,HTTP 5xx hata orani yuzde 57 seviyesine cikti,dc2,rack-C,prod
ALM-10569,2026-07-18T01:39:14,Zabbix,ao-012-session,session-service,4,gc_pressure,GC duraklama suresi 1533 ms,dc2,rack-A,prod
ALM-10579,2026-07-18T01:39:34,SyslogNG,ao-014-session,session-service,4,gc_pressure,GC duraklama suresi 3844 ms,dc2,rack-C,prod
ALM-10574,2026-07-18T01:39:41,OBM,ao-013-session,session-service,3,gc_pressure,GC duraklama suresi 2619 ms,dc1,rack-B,prod
ALM-10695,2026-07-18T01:40:38,AppDynamics,ao-011-auth,auth-service,2,latency_high,"Yanit suresi p99 esigi asti, 870 ms",dc1,rack-C,prod
ALM-10643,2026-07-18T01:40:39,OBM,ao-012-session,session-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (160 ms),dc2,rack-A,prod
ALM-10775,2026-07-18T01:41:12,Zabbix,ao-047-ntp,ntp-service,1,ntp_drift,Saat sapmasi 681 ms,dc1,rack-C,prod
ALM-10663,2026-07-18T01:41:34,AppDynamics,ao-006-mobile,mobile-bff,4,http_5xx,HTTP 5xx hata orani yuzde 51 seviyesine cikti,dc2,rack-A,prod
ALM-10647,2026-07-18T01:41:41,Prometheus,ao-013-session,session-service,3,thread_pool,Thread pool doluluk yuzde 84,dc1,rack-B,prod
ALM-10665,2026-07-18T01:42:26,OBM,ao-008-web,web-bff,3,thread_pool,Thread pool doluluk yuzde 88,dc2,rack-C,prod
ALM-10652,2026-07-18T01:42:51,AppDynamics,ao-009-auth,auth-service,3,latency_high,"Yanit suresi p99 esigi asti, 332 ms",dc1,rack-A,prod
ALM-10564,2026-07-18T01:43:08,Prometheus,ao-013-session,session-service,4,mem_high,Bellek kullanimi yuzde 91,dc1,rack-B,prod
ALM-10645,2026-07-18T01:43:17,SyslogNG,ao-010-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (195 ms),dc2,rack-B,prod
ALM-10563,2026-07-18T01:43:22,OBM,ao-012-session,session-service,4,mem_high,Bellek kullanimi yuzde 91,dc2,rack-A,prod
ALM-10565,2026-07-18T01:43:35,SyslogNG,ao-014-session,session-service,4,mem_high,Bellek kullanimi yuzde 91,dc2,rack-C,prod
ALM-10575,2026-07-18T01:44:16,AppDynamics,ao-013-session,session-service,4,gc_pressure,GC duraklama suresi 1756 ms,dc1,rack-B,prod
ALM-10709,2026-07-18T01:44:19,Zabbix,ao-008-web,web-bff,3,thread_pool,Thread pool doluluk yuzde 85,dc2,rack-C,prod
ALM-10580,2026-07-18T01:44:20,SyslogNG,ao-014-session,session-service,4,gc_pressure,GC duraklama suresi 2585 ms,dc2,rack-C,prod
ALM-10765,2026-07-18T01:44:28,Zabbix,ao-040-message,message-queue,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 88 dolu",dc2,rack-B,prod
ALM-10570,2026-07-18T01:44:34,AppDynamics,ao-012-session,session-service,4,gc_pressure,GC duraklama suresi 2088 ms,dc2,rack-A,prod
ALM-10748,2026-07-18T01:44:40,Prometheus,ao-036-billing,billing-db,2,ntp_drift,Saat sapmasi 657 ms,dc2,rack-A,prod
ALM-10734,2026-07-18T01:45:04,OBM,ao-010-auth,auth-service,4,thread_pool,Thread pool doluluk yuzde 95,dc2,rack-B,prod
ALM-10726,2026-07-18T01:45:08,SyslogNG,ao-010-auth,auth-service,4,latency_high,"Yanit suresi p99 esigi asti, 790 ms",dc2,rack-B,prod
ALM-10740,2026-07-18T01:45:22,Prometheus,ao-007-web,web-bff,4,http_5xx,HTTP 5xx hata orani yuzde 38 seviyesine cikti,dc1,rack-B,prod
ALM-10666,2026-07-18T01:46:03,SyslogNG,ao-014-session,session-service,3,latency_high,"Yanit suresi p99 esigi asti, 422 ms",dc2,rack-C,prod
ALM-10611,2026-07-18T01:46:06,SyslogNG,ao-005-mobile,mobile-bff,3,http_5xx,HTTP 5xx hata orani yuzde 30 seviyesine cikti,dc1,rack-C,prod
ALM-10628,2026-07-18T01:46:06,Zabbix,ao-009-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (114 ms),dc1,rack-A,prod
ALM-10739,2026-07-18T01:46:28,OBM,ao-009-auth,auth-service,4,http_5xx,HTTP 5xx hata orani yuzde 44 seviyesine cikti,dc1,rack-A,prod
ALM-10609,2026-07-18T01:46:47,AppDynamics,ao-012-session,session-service,2,latency_high,"Yanit suresi p99 esigi asti, 741 ms",dc2,rack-A,prod
ALM-10618,2026-07-18T01:46:54,Prometheus,ao-008-web,web-bff,3,http_5xx,HTTP 5xx hata orani yuzde 20 seviyesine cikti,dc2,rack-C,prod
ALM-10757,2026-07-18T01:46:57,Zabbix,ao-048-batch,batch-scheduler,3,network_flap,Arayuz eth0 link durumu 52 kez degisti,dc2,rack-A,prod
ALM-10624,2026-07-18T01:47:18,Prometheus,ao-009-auth,auth-service,4,thread_pool,Thread pool doluluk yuzde 92,dc1,rack-A,prod
ALM-10598,2026-07-18T01:47:27,OBM,ao-013-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 29 seviyesine cikti,dc1,rack-B,prod
ALM-10672,2026-07-18T01:48:08,SyslogNG,ao-004-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 603 ms",dc2,rack-B,prod
ALM-10766,2026-07-18T01:48:34,Prometheus,ao-023-charging,charging-service,2,cert_expiry,Sertifika 38 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-10576,2026-07-18T01:49:15,SyslogNG,ao-013-session,session-service,3,gc_pressure,GC duraklama suresi 4421 ms,dc1,rack-B,prod
ALM-10696,2026-07-18T01:49:16,OBM,ao-010-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (189 ms),dc2,rack-B,prod
ALM-10700,2026-07-18T01:49:20,Zabbix,ao-037-cache,cache-cluster,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (119 ms),dc1,rack-B,prod
ALM-10571,2026-07-18T01:49:31,OBM,ao-012-session,session-service,3,gc_pressure,GC duraklama suresi 3745 ms,dc2,rack-A,prod
ALM-10581,2026-07-18T01:49:32,AppDynamics,ao-014-session,session-service,3,gc_pressure,GC duraklama suresi 1955 ms,dc2,rack-C,prod
ALM-10722,2026-07-18T01:49:41,Zabbix,ao-012-session,session-service,3,latency_high,"Yanit suresi p99 esigi asti, 526 ms",dc2,rack-A,prod
ALM-10755,2026-07-18T01:49:54,Zabbix,ao-002-api,api-gateway,2,network_flap,Arayuz eth0 link durumu 46 kez degisti,dc2,rack-C,prod
ALM-10568,2026-07-18T01:50:05,SyslogNG,ao-014-session,session-service,4,mem_high,Bellek kullanimi yuzde 94,dc2,rack-C,prod
ALM-10566,2026-07-18T01:50:26,AppDynamics,ao-012-session,session-service,4,mem_high,Bellek kullanimi yuzde 94,dc2,rack-A,prod
ALM-10567,2026-07-18T01:50:28,AppDynamics,ao-013-session,session-service,4,mem_high,Bellek kullanimi yuzde 94,dc1,rack-B,prod
ALM-10713,2026-07-18T01:50:31,Prometheus,ao-007-web,web-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (168 ms),dc1,rack-B,prod
ALM-10724,2026-07-18T01:50:40,OBM,ao-006-mobile,mobile-bff,3,http_5xx,HTTP 5xx hata orani yuzde 24 seviyesine cikti,dc2,rack-A,prod
ALM-10697,2026-07-18T01:51:27,Prometheus,ao-038-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 97,dc2,rack-C,prod
ALM-10750,2026-07-18T01:51:50,SyslogNG,ao-018-billing,billing-service,2,cert_expiry,Sertifika 36 gun icinde suresi dolacak,dc2,rack-A,prod
ALM-10619,2026-07-18T01:52:02,OBM,ao-009-auth,auth-service,4,latency_high,"Yanit suresi p99 esigi asti, 520 ms",dc1,rack-A,prod
ALM-10745,2026-07-18T01:52:04,OBM,ao-055-sms,sms-gateway,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 115 saniye",dc1,rack-B,prod
ALM-10614,2026-07-18T01:52:05,OBM,ao-005-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 137 ms",dc1,rack-C,prod
ALM-10606,2026-07-18T01:52:14,Zabbix,ao-006-mobile,mobile-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (131 ms),dc2,rack-A,prod
ALM-10749,2026-07-18T01:53:05,AppDynamics,ao-031-subscriber,subscriber-db,3,network_flap,Arayuz eth0 link durumu 57 kez degisti,dc1,rack-B,prod
ALM-10603,2026-07-18T01:53:39,AppDynamics,ao-012-session,session-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (102 ms),dc2,rack-A,prod
ALM-10582,2026-07-18T01:54:17,Prometheus,ao-014-session,session-service,3,gc_pressure,GC duraklama suresi 4273 ms,dc2,rack-C,prod
ALM-10577,2026-07-18T01:54:22,SyslogNG,ao-013-session,session-service,4,gc_pressure,GC duraklama suresi 2079 ms,dc1,rack-B,prod
ALM-10638,2026-07-18T01:54:30,AppDynamics,ao-008-web,web-bff,2,latency_high,"Yanit suresi p99 esigi asti, 877 ms",dc2,rack-C,prod
ALM-10572,2026-07-18T01:54:34,OBM,ao-012-session,session-service,4,gc_pressure,GC duraklama suresi 3620 ms,dc2,rack-A,prod
ALM-10604,2026-07-18T01:54:52,Prometheus,ao-037-cache,cache-cluster,4,latency_high,"Yanit suresi p99 esigi asti, 338 ms",dc1,rack-B,prod
ALM-10779,2026-07-18T01:55:00,SyslogNG,ao-054-payment,payment-provider-gw,1,ntp_drift,Saat sapmasi 229 ms,dc2,rack-A,prod
ALM-10692,2026-07-18T01:55:25,Zabbix,ao-009-auth,auth-service,3,gc_pressure,GC duraklama suresi 1687 ms,dc1,rack-A,prod
